Title	Author	Published At	Source	URL	Annotation 1	Annotation 2	Annotation 3
‘Nosferatu’ Director Robert Eggers Tells Guillermo Del Toro Details Of Lily-Rose Depp’s Performance, Vampire Makeup & Pitfalls Of Working With Rats	Antonia Blyth	2024-11-08T07:54:35Z	Deadline	http://deadline.com/2024/11/nosferatu-robert-eggers-guillermo-del-toro-lily-rose-depp-nicholas-hoult-news-1236170684/			
Contenders Film: Los Angeles Lineup Set, Spotlighting Stars And Filmmakers Behind 21 Oscar Hopefuls	Patrick Hipes	2024-11-14T22:36:59Z	Deadline	http://deadline.com/2024/11/contenders-film-los-angeles-2024-lineup-1236175766/			
Ridley Scott Says Joaquin Phoenix Got Cold Feet on ‘Gladiator’ and Said ‘I Can’t Do It’; Then Russell Crowe Called It ‘Terribly Unprofessional’	Zack Sharf	2024-11-07T23:43:22Z	Variety	https://variety.com/2024/film/news/russell-crowe-joaquin-phoenix-unprofessional-gladiator-set-1236204155/			
Well, At Least Quentin Tarantino Liked Joker: Folie à Deux	Mary Siroky	2024-10-29T19:25:52Z	Consequence.net	https://consequence.net/2024/10/quentin-tarantino-joker-folie-a-deux/			
Samuel L. Jackson, Andra Day & Edgar Ramirez Set For Action-Comedy ‘The Honest Liar’ — AFM	Andreas Wiseman	2024-11-06T16:40:00Z	Deadline	http://deadline.com/2024/11/samuel-l-jackson-andra-day-edgar-ramirez-action-comedy-the-honest-liar-afm-1236169019/			
New 'Godzilla' Movie Confirmed With Oscar-Winning 'Godzilla Minus One' Director Attached	Just Jared	2024-11-01T15:43:23Z	Just Jared	https://www.justjared.com/2024/11/01/new-godzilla-movie-confirmed-with-oscar-winning-godzilla-minus-one-director-attached/			
Shakira Is Back As Gazelle In ‘Zootopia 2’	anthonypauldalessandro	2024-11-08T20:46:33Z	Deadline	http://deadline.com/2024/11/shakira-zootopia-2-1236171236/			
24 Best Movies New to Streaming in November: ‘Deadpool & Wolverine,’ ‘Twisters,’ ‘The Substance,’ ‘Emilia Perez’ and More	Zack Sharf	2024-11-01T21:20:00Z	Variety	https://variety.com/lists/best-movies-streaming-november-2024/			
Sandra Bullock's 2013 Oscar-Winning Space Movie Gets Middling Accuracy Score From Expert (But There Was 1 Redeeming Technical Quality)	Bella Garcia	2024-10-31T13:18:36Z	Screen Rant	https://screenrant.com/gravity-movie-nasa-space-expert-ranking-sandra-bullock/			
Teri Garr, Star of ‘Young Frankenstein’ and ‘Tootsie,’ Dead at 79	Jon Blistein	2024-10-29T20:25:22Z	Rolling Stone	http://www.rollingstone.com/tv-movies/tv-movie-news/teri-garr-dead-obituary-1235146723/			
Ron Howard Shares His TCM Picks for November, Including ‘A Face in the Crowd’ and ‘Private Benjamin’	Harrison Richlin	2024-11-01T16:30:00Z	IndieWire	https://www.indiewire.com/news/general-news/ron-howard-tcm-picks-november-2024-1235061890/			
Will Ferrell To Produce & Star In Comedy ‘Street Justice’ In Development At 20th Century Studios	matthewgrobar	2024-11-01T20:31:51Z	Deadline	http://deadline.com/2024/11/will-ferrell-circling-street-justice-comedy-20th-century-studios-1236164855/			
Final Trailer for Ridley Scott's 'Gladiator II' with Denzel & Paul & Pedro	Alex Billington	2024-11-18T17:14:50Z	First Showing	https://www.firstshowing.net/2024/final-trailer-for-ridley-scotts-gladiator-ii-with-denzel-paul-pedro/			
Julian Sands' 10 Best Movies Ranked	Zachary Moser	2024-10-28T23:55:25Z	Screen Rant	https://screenrant.com/julian-sands-best-movies-ranked/			
Lupita Nyong'o Joins Star-Studded Cast of Christopher Nolan's Next Movie	Just Jared	2024-11-13T00:53:17Z	Just Jared	https://www.justjared.com/2024/11/12/lupita-nyongo-joins-star-studded-cast-of-christopher-nolans-next-movie/			
Edward Berger Elevates Papal Potboiler ‘Conclave’ Into an Oscar Contender — Here’s How	Anne Thompson	2024-10-23T17:00:00Z	IndieWire	https://www.indiewire.com/features/interviews/how-edward-berger-turns-conclave-into-oscar-contender-1235059152/			
Emma Stone and Dave McCary’s Production Company Signs First-Look Film Deal at Universal	Brian Welk	2024-10-24T17:00:00Z	IndieWire	https://www.indiewire.com/news/breaking-news/emma-stone-dave-mccary-fruit-tree-first-look-film-deal-universal-1235059755/			
Halle Berry Sparks Debate By Slipping Back Into 2002 Dress She Won An Oscar In: “Cuter Back Then”	Karina Babenok	2024-11-15T10:19:50Z	Boredpanda.com	https://www.boredpanda.com/halle-berry-rewears-iconic-2002-oscars-dress/			
Sean Penn, Tim Burton, Alfonso Cuaron, Justine Triet, Ava DuVernay, David Cronenberg, Todd Haynes to Participate in Marrakech Festival Conversations	Elskes	2024-11-15T08:00:00Z	Variety	https://variety.com/2024/film/global/sean-penn-tim-burton-alfonso-cuaron-justine-triet-ava-duvernay-david-cronenberg-todd-haynes-marrakech-film-festival-1236210254/			
Emma Mackey Joins Glen Powell, Jenna Ortega In J.J. Abrams’ Mystery Film For Warner Bros	matthewgrobar	2024-11-19T17:45:00Z	Deadline	http://deadline.com/2024/11/jj-abrams-casts-emma-mackey-new-warner-bros-movie-1236181281/			
The Academy Collection Acquires Tarantino’s Handwritten ‘Pulp Fiction’ Script, Now Boasts 52 Million Items	Harrison Richlin	2024-10-31T19:45:00Z	IndieWire	https://www.indiewire.com/news/general-news/academy-collection-acquisitions-tarantino-handwritten-pulp-fiction-script-1235061704/			
Kate Winslet Brings New Movie 'Lee' to Sydney	Just Jared	2024-10-21T20:53:31Z	Just Jared	https://www.justjared.com/2024/10/21/kate-winslet-brings-new-movie-lee-to-sydney/			
‘I Love Lucy’ and ‘Dracula’ Had the Same Cinematographer	Matt Solomon	2024-10-21T23:30:00Z	Cracked.com	https://www.cracked.com/article_44050_i-love-lucy-and-dracula-had-the-same-cinematographer.html			
MUBI Podcast | “Sorcerer”: William Friedkin’s Heart of Darkness		2024-11-12T19:17:29Z	Mubi.com	https://mubi.com/en/notebook/posts/mubi-podcast-sorcerer-william-friedkin-s-heart-of-darkness			
‘Emilia Perez’ Stars Talk Push to Vote After Racist Jokes at Trump Rally: ‘I Definitely Want to Stand by My People’	Elskes	2024-10-30T22:47:45Z	Variety	https://variety.com/2024/scene/global/emilia-perez-premiere-tafff-election-voting-latino-1236194968/			
One Final Trailer for Disney's Animated 'Mufasa: The Lion King' Prequel	Alex Billington	2024-11-08T20:40:50Z	First Showing	https://www.firstshowing.net/2024/one-final-trailer-for-disneys-animated-mufasa-the-lion-king-prequel/			
Angelina Jolie to Star in New Movie 'Stitches' About Paris Fashion Week	Just Jared	2024-11-19T19:22:08Z	Just Jared	https://www.justjared.com/2024/11/19/angelina-jolie-to-star-in-new-movie-stitches-about-paris-fashion-week/			
Javier Bardem to Star in New Apple TV+ Series 'Cape Fear' from Martin Scorsese & Steven Spielberg	Just Jared	2024-11-18T21:28:27Z	Just Jared	https://www.justjared.com/2024/11/18/javier-bardem-to-star-in-new-apple-tv-series-cape-fear-from-martin-scorsese-steven-spielberg/			
What a second Trump term could mean for animals	Kenny Torrella	2024-11-07T18:52:00Z	Vox	https://www.vox.com/2024-elections/383119/trump-meat-animal-rights-ballot-measures			
Joaquin Phoenix’s ‘Joker: Folie À Deux’ Gets Max Streaming Date	"Tim Lammers, Contributor, 
 Tim Lammers, Contributor
 https://www.forbes.com/sites/timlammers/"	2024-11-17T03:41:27Z	Forbes	https://www.forbes.com/sites/timlammers/2024/11/16/joaquin-phoenixs-joker-folie--deux-gets-max-streaming-date/			
‘Vermiglio’: Sideshow & Janus Films Set U.S. Release Date For Italy’s Oscar Submission	Nancy Tartaglione	2024-10-22T14:00:34Z	Deadline	http://deadline.com/2024/10/vermiglio-us-release-date-italy-oscar-submission-1236129715/			
‘Anora’ Proves There’s Plenty of Life in the Awards Box Office	David Canfield	2024-11-01T18:03:24Z	Vanity Fair	https://www.vanityfair.com/hollywood/story/anora-conclave-substance-box-office-awards-insider			
Weekend Box Office: 'Red One' Takes the Top Spot	scriptedending	2024-11-17T18:08:57Z	Livejournal.com	https://ohnotheydidnt.livejournal.com/129569768.html			
Venom: The Last Dance Wins The Weekend Again And Crosses A Box Office Milestone As Here Starring Tom Hanks Fails To Garner Much Buzz	Eric Eisenberg	2024-11-03T20:06:14Z	CinemaBlend	https://www.cinemablend.com/movies/box-office/venom-the-last-dance-wins-weekend-box-office-again-crosses-milestone-here-tom-hanks-fails-garner-buzz			
10 Movies Releasing In 2025 That Are Major Box Office Risks	Ben Sherlock	2024-11-19T12:20:16Z	Screen Rant	https://screenrant.com/2025-movies-box-office-risks/			
‘Sound Of Freedom’ Outfit Angel Studios Picks Up Nikohl Boosheri & Ali Fazal Movie ‘Rule Breakers’ About Afghanistan’s First All-Female Robotics Team; Phoebe Waller-Bridge Joins Cast	Andreas Wiseman	2024-10-29T17:08:48Z	Deadline	http://deadline.com/2024/10/sound-of-freedom-angel-studios-picks-up-nikohl-boosheri-ali-fazal-movie-rule-breakers-afghanistan-1236160879/			
Deadpool & Wolverine's Physical Release Success Teased By Deadpool's Creator	Nicolas Ayala	2024-11-07T15:05:51Z	Screen Rant	https://screenrant.com/deadpool-and-wolverine-physical-release-success-rob-liefeld-tease/			
Box Office: Red One Continues Dwayne Johnson's Streak Of Disappointments Despite Ending Venom 3's Reign [Full Chart Update]	Brennan Klein	2024-11-17T16:15:45Z	Screen Rant	https://screenrant.com/red-one-venom-3-heretic-box-office-chart-dwayne-johnson/			
‘Venom 3’ stings the box office again	Associated Press	2024-11-03T22:00:48Z	Boston Herald	https://www.bostonherald.com/2024/11/03/venom-3-stings-the-box-office-again/			
Apple, MLS and the huge impact of Messi	marca.com	2024-11-01T15:12:55Z	Marca	https://www.marca.com/en/2024/11/01/6724ecc8e2704e8e6d8b45b2.html			
Comcast to spin off cable networks, once star performers for the entertainment giant	By MATT OTT, AP Business Writer	2024-11-20T20:39:36Z	seattlepi.com	https://www.seattlepi.com/entertainment/article/comcast-to-spin-off-cable-networks-once-star-19931701.php			
Lawmakers Vote To Keep Embattled Ishiba As Japan PM	Hiroshi HIYAMA	2024-11-11T14:27:07Z	Ibtimes.com.au	https://www.ibtimes.com.au/lawmakers-vote-keep-embattled-ishiba-japan-pm-1853324			
Why GMA is ‘aggressively’ into making movies	Isagani de Castro Jr.	2024-10-26T02:00:00Z	Rappler	https://www.rappler.com/business/why-gma-network-aggressively-into-making-movies/			
New Prime Minister Promises Industry Support as Tokyo Film Festival Gets Underway	Patrick Frater	2024-10-28T09:36:14Z	Variety	https://variety.com/2024/film/news/tokyo-film-festival-opening-prime-minister-industry-support-1236192192/			
Goold's chat: What factors will shape Cardinals' payroll cuts, and how deep will they go?	By Derrick Goold St. Louis Post-Dispatch	2024-10-22T03:10:00Z	STLtoday.com	https://www.stltoday.com/sports/professional/mlb/cardinals/goolds-chat-what-factors-will-shape-cardinals-payroll-cuts-and-how-deep-will-they-go/article_cf4f37b2-7b85-11ef-ab52-d3e2214fbe9b.html			
From China to Tariffs: What Howard Lutnick Would Oversee as Commerce Secretary	Andrew Moran	2024-11-20T18:39:17Z	Theepochtimes.com	https://www.theepochtimes.com/business/from-china-to-tariffs-what-howard-lutnick-would-oversee-as-commerce-secretary-5763040			
The importance of competitive potential in building the international competitiveness of food industry companies: Evidence from Poland	Katarzyna Monika Łukiewska	2024-10-25T14:00:00Z	Plos.org	https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0312512			
Tallinn Black Nights Fest Honcho Tiina Lokk on her Program, Fighting Conflicts and Cuts. ‘If Someday A-List Stars Would Like to Come We’ll Find the Money’	John Hopewell	2024-11-08T08:41:05Z	Variety	https://variety.com/2024/film/global/tallinn-black-nights-omar-sy-klaus-haro-tiina-lokk-1236204593/			
Notes on Guyana	impish9208	2024-11-08T21:44:20Z	Mattlakeman.org	https://mattlakeman.org/2024/11/08/notes-on-guyana/			
I tried Starbucks' green and pink 'Wicked'-themed drinks. I can't stop thinking about the one without coffee.	insider@insider.com (Jamie Davis Smith)	2024-10-31T11:55:01Z	Business Insider	https://www.businessinsider.com/starbucks-wicked-drinks-elphaba-cold-brew-glinda-pink-potion-review-2024-10			
Netflix’s deal with Universal will add more live-action films	Emma Roth	2024-10-29T18:07:17Z	The Verge	https://www.theverge.com/2024/10/29/24282823/netflix-licensing-deal-universal-films-live-action-animation			
Star Wars Rey Movie Keeps Loosing Writers	Ethan Gach	2024-10-25T14:00:00Z	Kotaku	https://kotaku.com/star-wars-rey-daisy-ridley-jedi-order-release-date-1851681311			
Explore the Outer Banks and More in These Upcoming Netflix Games	Zachary McAuliffe	2024-10-31T17:11:11Z	CNET	https://www.cnet.com/tech/gaming/explore-the-outer-banks-and-more-in-these-upcoming-netflix-games/			
2025 Upcoming Movie Release Schedule	Mat Elfring	2024-11-19T21:19:00Z	GameSpot	https://www.gamespot.com/gallery/2025-upcoming-movie-release-schedule/2900-5963/			
Apple Seeds macOS Sequoia 15.1 Release Candidate	Juli Clover	2024-10-21T17:09:21Z	MacRumors	https://www.macrumors.com/2024/10/21/apple-seeds-macos-sequoia-15-1-release-candidate/			
Kevin Feige Still Wants Us To Believe Blade Is Coming To The MCU	Keith Nelson Jr	2024-11-12T19:50:00Z	Kotaku	https://kotaku.com/marvel-kevin-feige-mcu-blade-1851696307			
Netflix’s Back in Action teaser trailer: Cameron Diaz teams with Jamie Foxx for first movie in 10 years	Dan Girolamo	2024-11-14T17:17:54Z	Digital Trends	https://www.digitaltrends.com/movies/back-in-action-teaser-trailer-netflix-cameron-diaz-jamie-foxx/			
Elon Musk Accused Of Stealing Blade Runner 2049 Imagery To Sell Teslas In New Lawsuit	Ethan Gach	2024-10-21T19:00:00Z	Kotaku	https://kotaku.com/elon-musk-blade-runner-2049-lawsuit-tesla-cybercab-ai-1851677713			
Game Of Thrones Star Could Be Tomb Raider's Next Lara Croft	Ethan Gach	2024-10-30T14:15:00Z	Kotaku	https://kotaku.com/amazon-prime-tomb-raider-tv-lara-croft-sophie-turner-1851685114			
Paul Bettany says he’s really excited for the upcoming Vision spinoff series	Joe Allen	2024-10-27T17:54:09Z	Digital Trends	https://www.digitaltrends.com/movies/paul-bettany-really-excited-vision-spin-off-series/			
Barry Keoghan Stars in Fontaines D.C.’s New Video for “Bug”: Watch	Nina Corcoran	2024-11-04T15:11:40Z	Pitchfork	https://pitchfork.com/news/barry-keoghan-stars-in-fontaines-dc-new-video-for-bug-watch/			
Special VHS Release for 'Alien: Romulus' Announced by 20th Century Studios	EditorDavid	2024-10-21T02:34:00Z	Slashdot.org	https://entertainment.slashdot.org/story/24/10/21/0046258/special-vhs-release-for-alien-romulus-announced-by-20th-century-studios			
The first reviews for Red One are here, and it’s not a good sign for Dwayne Johnson	Dan Girolamo	2024-11-07T12:20:56Z	Digital Trends	https://www.digitaltrends.com/movies/red-one-review-dwayne-johnsonn-christmas-movie-negative-reception/			
Someone Cosplayed An Entire Sonic Level And It Looks Incredible	Kenneth Shepard	2024-10-25T18:20:00Z	Kotaku	https://kotaku.com/sonic-hedgehog-adventure-2-city-escape-costume-cosplay-1851681812			
Predator: Badlands Is Taking The Sci-Fi Franchise In A Wild Direction We Haven't Seen Before	staff@slashfilm.com (Ryan Scott)	2024-11-15T17:11:09Z	/FILM	https://www.slashfilm.com/1714550/predator-badlands-sci-fi-franchise-new-direction/			
HMD Taps Venom' in Upcoming Customizable Fusion Smartphone	info@hypebeast.com (Hypebeast)	2024-10-22T10:13:21Z	HYPEBEAST	https://hypebeast.com/2024/10/hmd-venom-customizable-fusion-smartphone-release-info			
Here's what people are betting on in prediction markets now that the election is over	mfox@businessinsider.com (Matthew Fox)	2024-11-13T16:40:21Z	Business Insider	https://markets.businessinsider.com/news/stocks/kalshi-polymarket-prediction-markets-jake-paul-mike-tyson-bitcoin-trump-2024-11			
5 Reasons to Get Excited About the New Mac Mini	Tim Hardwick	2024-10-23T13:55:33Z	MacRumors	https://www.macrumors.com/2024/10/23/5-reasons-get-excited-upcoming-mac-mini/			
Flying Lotus Directs Aaron Paul and Eiza González Through Gruesome Space Mission in ‘Ash’ Trailer	Larisha Paul	2024-10-21T18:29:42Z	Rolling Stone	http://www.rollingstone.com/tv-movies/tv-movie-news/flying-lotus-aaron-paul-ash-trailer-1235139249/			
Keke Palmer and SZA Run Low on Time and Money But Not Jokes in ‘One of Them Days’ Trailer	Larisha Paul	2024-10-24T18:01:52Z	Rolling Stone	http://www.rollingstone.com/tv-movies/tv-movie-news/keke-palmer-sza-one-of-them-days-trailer-1235141932/			
Watch The Cabinet of Dr. Caligari, the Influential German Expressionist Horror Film (1920)	OC	2024-10-31T04:00:06Z	Openculture.com	https://www.openculture.com/2024/10/watch-the-cabinet-of-dr-caligari-the-influential-german-expressionist-horror-film-1920.html			
‘The Oregon Trail’ Video Game Will Be Adapted Into a Comedy Movie	CaLea Johnson	2024-10-29T23:02:00Z	Mental Floss	https://www.mentalfloss.com/oregon-trail-video-game-movie-adaptation			
Magic: The Gathering Innistrad Remastered Boosters Are Up for Preorder	Christian Wait	2024-10-29T10:35:32Z	IGN	https://www.ign.com/articles/magic-the-gathering-innistrad-remastered-where-to-buy			
Rey's New Star Wars Movie Sees Major Departure Again	Evan Campbell	2024-10-25T15:20:00Z	GameSpot	https://www.gamespot.com/articles/reys-new-star-wars-movie-sees-major-departure-again/1100-6527393/			
Deadpool And Wolverine Starts Streaming On Disney Plus In November	Evan Campbell	2024-10-30T14:16:00Z	GameSpot	https://www.gamespot.com/articles/deadpool-and-wolverine-starts-streaming-on-disney-plus-in-november/1100-6527478/			
7 Things To Know Before Starting Sonic X Shadow Generations	Kenneth Shepard	2024-10-22T16:13:35Z	Kotaku	https://kotaku.com/sonic-x-shadow-generations-which-to-play-first-bolts-1851678363			
James Gunn Has Even More Wild DCU Rumors to Debunk	Gordon Jackson	2024-10-29T13:00:38Z	Gizmodo.com	https://gizmodo.com/james-gunn-dc-dua-lipa-rumor-debunk-2000517829			
SZA and Keke Palmer Are Desperate For Rent Money in ‘One of Them Days’ Movie Trailer	info@hypebeast.com (Hypebeast)	2024-10-25T08:52:30Z	HYPEBEAST	https://hypebeast.com/2024/10/sza-keke-palmer-one-of-them-days-movie-trailer-stream			
Charli XCX, Yung Lean Join Cast for Upcoming Film ‘Sacrifice’	Kalia Richardson	2024-11-04T22:26:18Z	Rolling Stone	http://www.rollingstone.com/tv-movies/tv-movie-news/charli-xcx-yung-lean-cast-sacrifice-film-1235153023/			
The Science Behind Spider-Man: Reign‘s Infamous Radioactive Semen	Diana McCallum	2024-11-20T18:30:14Z	Gizmodo.com	https://gizmodo.com/spider-man-reign-radioactive-sperm-science-explained-marvel-2000527097			
How to buy Zayn Malik tickets: Dates and prices compared	insider@insider.com (Jordan Williams)	2024-11-06T22:02:19Z	Business Insider	https://www.businessinsider.com/guides/tickets/how-to-buy-zayn-malik-tickets-dates-and-prices-compared			
3 rom-coms on Netflix you need to watch in November 2024	Dan Girolamo	2024-11-07T13:00:59Z	Digital Trends	https://www.digitaltrends.com/movies/watch-rom-coms-netflix-in-november-2024/			
James Gunn Tried To Make The New DC Universe Canon Less Confusing (And It Didn't Work)	staff@slashfilm.com (Ryan Scott)	2024-10-25T15:00:04Z	/FILM	https://www.slashfilm.com/1696168/james-gunn-dc-universe-canon-confusing/			
Yung Lean & Charli XCX Cast In Joan Of Arc Movie Sacrifice	Abby Jones	2024-11-04T20:15:23Z	Stereogum	https://www.stereogum.com/2286455/yung-lean-charli-xcx-cast-in-joan-of-arc-movie-sacrifice/news/			
Google wants to make smart homes even smarter with Gemini	vishnu.skar@gmail.com (Vishnu Sarangapurkar)	2024-11-14T11:22:55Z	Android Central	https://www.androidcentral.com/apps-software/google-home-integrates-gemini-for-smarter-home-automation			
Yet Another Familiar Face Could Return for Scream 7	Gordon Jackson	2024-10-25T13:00:04Z	Gizmodo.com	https://gizmodo.com/scream-7-patrick-dempsey-return-2000516438			
David Fincher’s ‘Fight Club’ Set for 4K Remastering in Celebration of 25th Anniversary	Samantha Bergeson	2024-10-24T16:00:00Z	IndieWire	https://www.indiewire.com/news/general-news/fight-club-25-anniversary-remaster-david-fincher-1235056970/			
Fawesome’s November streaming lineup includes Interstellar, Zodiac, and It Follows	Dan Girolamo	2024-11-05T20:53:06Z	Digital Trends	https://www.digitaltrends.com/movies/fawesome-november-streaming-lineup-2024-interstellar-zodiac-it-follows/			
Lord Of The Rings Star John Rhys-Davies Has One Condition To Return As Gimli	staff@slashfilm.com (Jaron Pak)	2024-11-14T13:45:07Z	/FILM	https://www.slashfilm.com/1712528/john-rhys-davies-lord-of-the-rings-gimli-return-condition/			
Ariana Grande, Cynthia Erivo Confirm They Sang Live in 'Wicked'	TMZ Staff	2024-10-28T19:21:33Z	TMZ	https://www.tmz.com/2024/10/28/ariana-grande-cynthia-erivo-sang-live-in-wicked-movie/			
Japan's Theme Parks Are Still Doing Something American Parks Have Totally Abandoned	staff@slashfilm.com (Rafael Motamayor)	2024-11-04T13:00:33Z	/FILM	https://www.slashfilm.com/1700568/japan-theme-parks-america-abandoned-concept/			
Charli XCX and Yung Lean Join Chris Evans and Anya Taylor-Joy in Joan of Arc Movie 'Sacrifice'	info@hypebeast.com (Hypebeast)	2024-11-04T20:53:16Z	HYPEBEAST	https://hypebeast.com/2024/11/sacrifice-cast-charli-xcx-yung-lean-chris-evans-anya-taylor-joy-new-movie-info			
Official Trailer for 'Detective Dotson: The Movie' Video Game Comedy	Alex Billington	2024-11-11T16:11:05Z	First Showing	https://www.firstshowing.net/2024/official-trailer-for-detective-dotson-the-movie-video-game-comedy/			
Timothée Chalamet's Favorite Movie Of His Didn't Do Anything For His Career	staff@slashfilm.com (Jeremy Smith)	2024-11-14T22:00:56Z	/FILM	https://www.slashfilm.com/1712561/timothee-chalamet-favorite-movie-didnt-help-career-interstellar/			
Demolition Man 4K Limited Edition Gets Big Preorder Discount At Amazon	Darryn Bonthuys	2024-11-08T18:20:00Z	GameSpot	https://www.gamespot.com/articles/demolition-man-4k-limited-edition-gets-big-preorder-discount-at-amazon/1100-6527645/			
‘I’m still talking’: Stubborn Dad keeps cutting off his 28-year-old daughter mid-sentence, she gets even by cutting off his electricity	BenWeiss, BenWeiss	2024-11-18T19:00:00Z	Cheezburger.com	https://cheezburger.com/37811717/im-still-talking-stubborn-dad-keeps-cutting-off-his-28-year-old-daughter-mid-sentence-she-gets-even			
Keanu Reeves Was Dedicated To Researching Shadow For Sonic The Hedgehog 3	Blair Marnell	2024-10-30T17:55:00Z	GameSpot	https://www.gamespot.com/articles/keanu-reeves-was-dedicated-to-researching-shadow-for-sonic-the-hedgehog-3/1100-6527492/			
The Original John Wick Was Saved By A Surprising Producer	Blair Marnell	2024-10-24T17:14:00Z	GameSpot	https://www.gamespot.com/articles/the-original-john-wick-was-saved-by-a-surprising-producer/1100-6527367/			
‘Gladiator’ Arrives on Limited-Edition Steelbook, Ahead of Film’s Upcoming Sequel Release	Tim Chan	2024-11-11T00:50:55Z	Rolling Stone	http://www.rollingstone.com/product-recommendations/lifestyle/how-to-watch-gladiator-movies-online-streaming-1235161188/			
‘Ferrari’, ‘Lamborghini’ & ‘Maserati’ Producer Andrea Iervolino Revving Up ‘Bugatti’ Movie Next	Andreas Wiseman	2024-10-21T08:00:00Z	Deadline	http://deadline.com/2024/10/bugatti-ettore-movie-ferrari-producer-andrea-iervolino-1236121539/			
Ariana Grande, Cynthia Erivo Perform 'I'm Every Woman' Live on 'Today'	TMZ Staff	2024-11-13T15:35:50Z	TMZ	https://www.tmz.com/2024/11/13/wicked-ariana-grande-cynthia-erivo-perform-every-woman-live-today-show/			
Apple TV+ Debuts Star-Studded Trailer for Seth Rogen's Comedy Series 'The Studio'	info@hypebeast.com (Hypebeast)	2024-11-20T03:57:31Z	HYPEBEAST	https://hypebeast.com/2024/11/apple-tv-plus-seth-rogen-the-studio-trailer-stream			
Will You Trust Tom Cruise ‘One Last Time’ With Final ‘Mission Impossible’ Movie?	Kalia Richardson	2024-11-11T17:28:05Z	Rolling Stone	http://www.rollingstone.com/tv-movies/tv-movie-news/tom-cruise-mission-impossible-final-reckoning-teaser-1235161347/			
This Brotherhood Of The Wolf Collector's Edition 4K Blu-Ray Is A Howling Good Deal	Phil Hornshaw	2024-10-21T20:21:00Z	GameSpot	https://www.gamespot.com/articles/this-brotherhood-of-the-wolf-collectors-edition-4k-blu-ray-is-a-howling-good-deal/1100-6527306/			
I Hate the Tesla Drive-In Because It Looks So Damn Cool	Matt Novak	2024-10-25T19:30:54Z	Gizmodo.com	https://gizmodo.com/i-hate-the-tesla-drive-in-because-it-looks-so-damn-cool-2000516627			
Saoirse Ronan Doesn’t ‘Feel Safe’ Going to Movie Theaters in America: ‘I’m Not Sure if Someone Is Going to Pull a Gun Out’	Samantha Bergeson	2024-10-31T22:00:00Z	IndieWire	https://www.indiewire.com/news/general-news/saoirse-ronan-not-safe-movie-theaters-america-guns-1235060331/			
Netflix Gives Audiences First Peek At New ‘Peaky Blinder’ Barry Keoghan	Max Goldbart	2024-11-01T15:23:31Z	Deadline	http://deadline.com/2024/11/netflix-first-look-barry-keoghan-peaky-blinders-movie-1236164422/			
LeVar Burton Addresses Possible ‘Community’ Movie Cameo: “We May Need An Update”	Glenn Garner	2024-10-25T03:23:30Z	Deadline	http://deadline.com/2024/10/levar-burton-addresses-possible-community-movie-cameo-1236158113/			
Denzel Washington Could Make His Marvel Debut In Black Panther 3	staff@slashfilm.com (Valerie Ettenhofer)	2024-11-12T12:58:02Z	/FILM	https://www.slashfilm.com/1710917/denzel-washington-black-panther-3-marvel-debut/			
Amazon Seemed to Use the Election to Overshadow All the Terrible Reviews of Its New Christmas Movie Starring The Rock	JM McNab	2024-11-06T20:30:00Z	Cracked.com	https://www.cracked.com/article_44283_amazon-seemed-to-use-the-election-to-overshadow-all-the-terrible-reviews-of-its-new-christmas-movie-starring-the-rock.html			
13 fictional presidents we'd love to see in office — and 8 we wouldn't vote for	Gabbi Shaw	2024-11-05T17:26:36Z	Business Insider	https://www.businessinsider.com/best-and-worst-fictional-presidents-movies-tv			
Upcoming New Star Wars Movies and TV Shows: 2024 Release Dates and Beyond	Matt Fowler	2024-11-07T22:32:02Z	IGN	https://www.ign.com/articles/upcoming-new-star-wars-movies-2024-tv-shows-release-dates			
Cynthia Erivo Regrets Slamming Wicked Poster Fan Edit: “I Should’ve Called My Friends”	Renan Duarte	2024-10-29T18:34:00Z	Boredpanda.com	https://www.boredpanda.com/cynthia-erivo-speaks-up-following-controversy-wicked-poster/			
‘How To Train Your Dragon’ Pre-Production Costs Soar Beyond $50 Million	"Caroline Reid, Senior Contributor, 
 Caroline Reid, Senior Contributor
 https://www.forbes.com/sites/carolinereid/"	2024-11-19T15:32:45Z	Forbes	https://www.forbes.com/sites/carolinereid/2024/11/19/how-to-train-your-dragon-pre-production-costs-soar-beyond-50-million/			
Tom Holland has reportedly been cast in Christopher Nolan's next movie. Fans hope it will help him launch a career outside Marvel.	Ayomikun Adekaiyero	2024-10-22T12:30:30Z	Business Insider	https://www.businessinsider.com/tom-holland-cast-christopher-nolan-movie-career-marvel-spider-man-2024-10			
Brighton Beach Goes Hollywood	Jennifer Wilson	2024-10-21T10:00:00Z	The New Yorker	https://www.newyorker.com/magazine/2024/10/28/brighton-beach-goes-hollywood			
Don’t Hold Your Breath for John Wick 5	Isaiah Colbert	2024-10-22T23:45:37Z	Gizmodo.com	https://gizmodo.com/dont-hold-your-breath-for-john-wick-5-2000515334			
Hugh Grant thinks one of his most beloved movie characters is actually despicable	Alex Welch	2024-11-17T23:52:37Z	Digital Trends	https://www.digitaltrends.com/movies/hugh-grant-calls-notting-hill-character-despicable/			
