Title	Author	Published At	Source	URL	Aamir Annotation	Jonathan Annotation	James Annotation
Robert Downey Jr. Says He Will Sue Filmmakers Who Use AI to Recreate His Likeness	Pesala Bandara	2024-11-05T17:34:02Z	PetaPixel	https://petapixel.com/2024/11/05/robert-downey-jr-says-he-will-sue-filmmakers-who-use-ai-to-recreate-his-likeness/			
Alien: Romulus – The Sequel That Goes Back-to-Basics… and Stays There! [Honest Trailer]	Geeks are Sexy	2024-10-24T15:10:37Z	Geeksaresexy.net	https://www.geeksaresexy.net/2024/10/24/alien-romulus-the-sequel-that-goes-back-to-basics-and-stays-there-honest-trailer/			
'Predator: Badlands' coming to theaters in fall 2025	Fran Ruiz	2024-10-23T17:00:39Z	Space.com	https://www.space.com/predator-badlands-coming-to-theaters-in-fall-2025			
Ridley Scott Regrets Not Securing the Rights to the ‘Alien’ and ‘Blade Runner’ Franchises: ‘Someone Was Careless’	Harrison Richlin	2024-11-03T20:30:00Z	IndieWire	https://www.indiewire.com/news/general-news/ridley-scott-regrets-not-securing-rights-franchise-films-1235062318/			
Ridley Scott Has No Control Over His Most Famous Franchises	Matthew Razak	2024-10-31T17:10:49Z	The Escapist	https://www.escapistmagazine.com/ridley-scott-has-no-control-over-his-most-famous-franchises/			
‘Gladiator II’ Enters The Novelty Popcorn Bucket Arena	tomt	2024-10-23T01:16:30Z	Deadline	http://deadline.com/2024/10/gladiator-ii-popcorn-bucket-1236151941/			
Rooks Plan In Alien: Romulus Explained	Holden Sasaki	2024-11-20T18:20:16Z	Screen Rant	https://screenrant.com/alien-romulus-rook-plan-explained/			
Alien: Earth will make you scream on Hulu and Disney Plus in mid-2025, but its latest teaser won't	tom.power@futurenet.com (Tom Power)	2024-11-20T15:44:43Z	TechRadar	https://www.techradar.com/streaming/disney-plus/alien-earth-will-make-you-scream-on-hulu-and-disney-plus-in-mid-2025-but-its-latest-teaser-wont			
Alien: Romulus 2 Theory Reveals Fede Alvarez's Sequel Repeats The Franchise's Biggest Villain Story (With A Hero)	Robert Pitman	2024-11-10T21:20:15Z	Screen Rant	https://screenrant.com/alien-romulus-2-sequel-movie-rain-andy-repeat-david-story-theory/			
Alien: Romulus hits Disney+ on Nov 21	Brad Bennett	2024-11-07T17:03:53Z	MobileSyrup	https://mobilesyrup.com/2024/11/07/alien-romulus-hits-disney-on-nov-21/			
Ripley Is In Alien: Romulus The Whole Time, And We See Her Ship 67 Minutes In	Robert Pitman	2024-10-28T19:20:18Z	Screen Rant	https://screenrant.com/sigourney-weaver-ripley-ship-narcissus-alien-romulus-confirmed/			
Alien: Romulus Streaming Release Date Revealed	Brennan Klein	2024-11-07T15:10:43Z	Screen Rant	https://screenrant.com/alien-romulus-movie-streaming-release-date-confirmed/			
20th Century Studios Has Already Made a Secret PREDATOR Movie and Is Developing an ALIEN: ROMULUS Sequel	Michael Walsh	2024-10-24T19:32:12Z	Nerdist	https://nerdist.com/article/secret-predator-moving-coming-2025-alien-romulus-sequel/			
Alien: Romulus' Sequel Update Assures The Franchise Won't Repeat A Ridley Scott & David Fincher Mistake	Cooper Hood	2024-10-30T22:20:14Z	Screen Rant	https://screenrant.com/alien-romulus-sequel-rain-andy-return-not-killed/			
Alien: Romulus' Sequel Plans Are Already Repeating A Risky Ridley Scott Mistake	Padraig Cotter	2024-11-09T00:41:19Z	Screen Rant	https://screenrant.com/alien-romulus-sequel-director-ridley-scott-mistake-repeat/			
The Alien Canon Will Get A Lot More Complicated If Romulus Sequel Repeats This James Cameron Aliens Strategy	Ben Gibbons	2024-10-28T09:10:14Z	Screen Rant	https://screenrant.com/alien-romulus-sequel-lore-change-aliens-queen-reveal/			
Ridley Scott Confirms Another Alien Film Is In Development	Kaitlyn Booth	2024-11-02T01:33:04Z	Bleeding Cool News	https://bleedingcool.com/movies/ridley-scott-confirms-another-alien-film-is-in-development/			
The 7 TV Shows We Can’t Wait To Talk About In 2025	Sergio Pereira	2024-11-01T16:00:37Z	Thoughtcatalog.com	https://thoughtcatalog.com/sergio-pereira/2024/11/tv-shows-we-cant-wait-to-talk-about-in-2025/			
ALIEN: ROMULUS Is Getting Released on VHS	Joey Paur	2024-10-23T12:32:00Z	GeekTyrant	https://geektyrant.com/news/alien-romulus-is-getting-released-on-vhs			
Hungary’s Production Incentive Extended For Six More Years	Zac Ntim	2024-10-29T09:50:15Z	Deadline	http://deadline.com/2024/10/hungary-production-incentive-extended-30-six-years-the-brutalist-1236160804/			
After 45 Years, Alien Finally Fixes Its Biggest Xenomorph Mistake	Spencer Connolly	2024-10-25T19:01:12Z	Screen Rant	https://screenrant.com/alien-fixes-major-xenomorph-mistake/			
'Alien: Romulus' Is Getting a Sequel & There's a Secret 'Predator' Movie Being Released Ahead of 'Badlands': Major 20th Century Studios Update!	Just Jared	2024-10-24T18:50:01Z	Just Jared	https://www.justjared.com/2024/10/24/alien-romulus-is-getting-a-sequel-theres-a-secret-predator-movie-being-released-ahead-of-badlands-major-20th-century-studios-update/			
Another Alien vs. Predator Movie is Still Possible	Aedan Juvet	2024-11-02T20:47:08Z	Bleeding Cool News	https://bleedingcool.com/movies/another-alien-vs-predator-movie-is-still-possible/			
Disney Had a Much Better Summer Than Spring	Tony Maglio	2024-11-14T11:50:21Z	IndieWire	https://www.indiewire.com/news/business/disney-q4-2024-earnings-disney-plus-subscriber-growth-1235065277/			
Ridley Scott's Alien Sequel Tease Confirms 12 Years Of Waiting Is Finally Over	Sean Morrison	2024-11-11T11:00:15Z	Screen Rant	https://screenrant.com/ridley-scott-alien-movie-covenant-sequel-story/			
ALIEN: ROMULUS Will Be Streaming on Hulu Soon!	Joey Paur	2024-11-07T20:27:00Z	GeekTyrant	https://geektyrant.com/news/alien-romulus-is-will-be-streaming-on-hulu-soon			
The Alien Franchise's 5 Main Protagonists, Ranked Worst To Best	Jack Walters	2024-11-18T20:40:16Z	Screen Rant	https://screenrant.com/alien-movie-protagonists-ranked-ripley/			
Road Pictures’ Cai Gongming On Strength Of Japanese Anime, Gradual Return Of Hollywood Movies In China Market	Liz Shackleton	2024-10-30T09:04:22Z	Deadline	http://deadline.com/2024/10/road-pictures-cai-gongming-china-market-japanese-anime-1236161831/			
Weyland-Yutanis Plan for the Xenomorph is More Horrific Than Alien Fans Thought	Spencer Connolly	2024-10-26T23:00:17Z	Screen Rant	https://screenrant.com/alien-weyland-yutani-plan-for-xenomorph-revealed/			
ALIEN: ROMULUS Gets The Comedic Honest Trailer Treatment	Joey Paur	2024-10-26T18:05:00Z	GeekTyrant	https://geektyrant.com/news/alien-romulus-gets-the-comedic-honest-trailer-treatment			
Robert Downey Jr. Refuses to Let Hollywood Use His Likeness for AI	Kyle Anderson	2024-10-29T17:45:46Z	Nerdist	https://nerdist.com/article/robert-downey-jr-refuses-to-allow-ai-likeness/			
10 Prometheus & Covenant Mysteries Ridley Scott's New Alien Movie Can Solve	Sean Morrison	2024-11-07T16:40:15Z	Screen Rant	https://screenrant.com/alien-prometheus-coveant-mysteries-ridley-scott-new-movie-solve/			
Ridley Scott's Upcoming Alien Movie Avoids The Problem That Hurt Prometheus In 2012	Ben Gibbons	2024-11-09T23:10:19Z	Screen Rant	https://screenrant.com/alien-ridley-scott-new-movie-prometheus-release-problem/			
Box Office: ‘Heretic’ and ‘Best Christmas Pageant Ever’ Vie for Second, ‘Venom 3’ Notches Third Weekend on Top	J. Kim Murphy	2024-11-09T16:12:00Z	Variety	https://variety.com/2024/film/box-office/heretic-opening-day-venom-3-repeats-best-christmas-pageant-ever-1236205405/			
Ridley Scott is Developing a New ALIEN Movie	Joey Paur	2024-11-01T17:27:00Z	GeekTyrant	https://geektyrant.com/news/ridley-scott-is-developing-a-new-alien-movie			
‘It’s Actually Me Throwing Up’: Alien: Romulus Sound Designer Reveals Some Seriously Gross Details About The Movie’s Nasty Noises	Eric Eisenberg	2024-10-31T02:10:00Z	CinemaBlend	https://www.cinemablend.com/movies/me-throwing-up-alien-romulus-sound-designer-reveals-gross-details-movies-nasty-noises			
‘Alien: Romulus’ Heads to Hulu Later This Month	Meagan Navarro	2024-11-07T16:01:18Z	Bloody Disgusting	https://bloody-disgusting.com/news/3838726/alien-romulus-streaming-date-hulu/			
Ridley Scott Is Working On A New Alien Movie, And As A Fan, I'm Chestbursting With Excitement	Mike Reyes	2024-11-02T01:23:05Z	CinemaBlend	https://www.cinemablend.com/movies/ridley-scott-working-new-alien-movie-fan-chestbursting-excitement			
Sir Ridley Scott Reveals That He Is Developing A New ALIEN Movie	MarkCassidy	2024-11-03T23:48:00Z	CBM (Comic Book Movie)	https://comicbookmovie.com/sci_fi/alien/sir-ridley-scott-reveals-that-he-is-developing-a-new-alien-movie-a214274			
ALIEN: ROMULUS Director Fede Álvarez In Talks To Helm Sequel; New PREDATOR Movie Also In Development	MarkCassidy	2024-10-24T23:40:30Z	CBM (Comic Book Movie)	https://comicbookmovie.com/sci_fi/alien/alien-romulus-director-fede-lvarez-in-talks-to-helm-sequel-new-predator-movie-also-in-development-a214143			
The Official ‘Alien: Romulus’ VHS Tape Is Now Up for Pre-Order Through Walmart	John Squires	2024-10-30T13:58:34Z	Bloody Disgusting	https://bloody-disgusting.com/home-video/3837663/the-official-alien-romulus-vhs-tape-is-now-up-for-pre-order-through-walmart/			
Oscar Isaac and Charles Melton Starring in BEEF Season 2	Vishu Reddy	2024-10-25T22:33:59Z	Nerdist	https://nerdist.com/article/oscar-isaac-carey-mulligan-charles-melton-beef-season-2/			
‘Alien: Romulus 2’? Disney Actively Exploring a Sequel Following Rain & Andy	John Squires	2024-10-24T19:50:18Z	Bloody Disgusting	https://bloody-disgusting.com/movie/3837110/alien-romulus-2-disney-actively-exploring-a-sequel-following-rain-andy/			
ALIEN: ROMULUS Director Fede Alvarez Is Currently Working on a Sequel Idea With the Characters Rain and Andy	Joey Paur	2024-10-25T14:30:00Z	GeekTyrant	https://geektyrant.com/news/alien-romulus-director-fede-alvarez-is-currently-working-on-a-sequel-idea-with-the-two-characters-rain-and-andy			
The 'Sweet' But F-Bomb Oriented Thing James Cameron Told Ridley Scott After Taking Over For Aliens	Dirk Libbey	2024-11-08T21:36:54Z	CinemaBlend	https://www.cinemablend.com/movies/sweet-f-bomb-james-cameron-told-ridley-scott-taking-over-aliens			
After the success of Alien: Romulus, Ridley Scott is working on a brand new Alien movie	molly.edwards@futurenet.com (Molly Edwards)	2024-11-01T11:30:40Z	GamesRadar+	https://www.gamesradar.com/entertainment/sci-fi-movies/after-the-success-of-alien-romulus-ridley-scott-is-working-on-a-brand-new-alien-movie/			
Pachinko’s Yuh-Jung Youn Joins BEEF Season 2 Cast	Matt Webb Mitovich	2024-10-23T15:47:01Z	TVLine	https://tvline.com/casting-news/yuh-jung-youn-beef-season-2-country-club-billionaire-1235364125/			
Ridley Scott Shares When He May Retire (& It's No Time Soon)	Matthew Rudoy	2024-11-10T17:13:07Z	Screen Rant	https://screenrant.com/ridley-scott-retirement-plans-when-comments/			
‘Alien: Earth’ – Watch the First Footage from the First Ever ‘Alien’ Television Series	John Squires	2024-11-12T13:57:08Z	Bloody Disgusting	https://bloody-disgusting.com/tv/3839192/alien-earth-watch-the-first-footage-from-the-first-ever-alien-television-series/			
Alien: Romulus begins streaming on Hulu later this month	Cody Hamman	2024-11-07T16:38:43Z	JoBlo.com	https://www.joblo.com/alien-romulus-hulu/			
Ridley Scott thinks a sequel to Alien: Covenant would be a better choice than a sequel to Alien: Romulus	Cody Hamman	2024-11-08T21:35:11Z	JoBlo.com	https://www.joblo.com/covenant-romulus-sequel/			
Alien: Romulus Prequel Reveals the Fate of the Original Moive’s Xenomorph	Kofi Outlaw	2024-10-23T19:00:16Z	ComicBook.com	http://comicbook.com/horror/news/alien-romulus-prequel-what-happened-original-movie-xenomorph-explained/			
Imax Revenue Down 12% From ‘Oppenheimer’ Boom, But Improves From Q2 to $91.5 Million	Jeremy Fuster	2024-10-30T20:35:15Z	TheWrap	https://www.thewrap.com/imax-q3-2024-earnings/			
'Alien: Romulus' Really Was Even Worse Than I Expected	Petr Navovy	2024-11-14T18:15:00Z	Pajiba.com	https://www.pajiba.com/news/alien-romulus-really-was-even-worse-than-i-expected.php			
Marvel’s ‘Alien: Romulus’ Prequel Comic Book Delivers Inessential Backstory to the Movie [Review]	Harrison Abbott	2024-10-28T13:34:02Z	Bloody Disgusting	https://bloody-disgusting.com/comics/3837316/marvels-alien-romulus-prequel-comic-book-delivers-inessential-backstory-to-the-movie/			
New “Alien: Earth” Teaser Puts the Xenomorph Front and Center	Meagan Navarro	2024-11-20T14:44:10Z	Bloody Disgusting	https://bloody-disgusting.com/tv/3840125/new-alien-earth-teaser-puts-xenomorph-front-and-center/			
‘The Beldham’ Clip – Sinister Presence Haunts New Mother’s Sanity in Psychological Horror Movie	Meagan Navarro	2024-10-24T20:09:37Z	Bloody Disgusting	https://bloody-disgusting.com/movie/3837109/the-beldham-clip-sinister-presence-haunts-new-mothers-sanity-in-psychological-horror-movie/			
‘Grinch’ Slasher ‘The Mean One’ Is Coming Down the Chimney on SteelBook Blu-ray	Alex DiVincenzo	2024-10-30T13:36:45Z	Bloody Disgusting	https://bloody-disgusting.com/home-video/3837645/grinch-slasher-the-mean-one-is-coming-down-the-chimney-on-steelbook-blu-ray/			
Alien And Predator Fans Just Got Some Great News Regarding The Franchises' Futures, But I'm More Saddened By The Latest Kingsman Update	Mike Reyes	2024-10-24T21:56:05Z	CinemaBlend	https://www.cinemablend.com/movies/alien-predator-fans-great-news-franchises-futures-saddened-latest-kingsman-update			
“Alien: Romulus” Is Getting A Sequel	Garth Franklin	2024-10-24T21:42:17Z	Dark Horizons	https://www.darkhorizons.com/alien-romulus-is-getting-a-sequel/			
"Video: ""Alien: Romulus"" - Coming Soon - Hulu"		2024-11-07T09:01:00Z	Thefutoncritic.com	http://www.thefutoncritic.com/video/2024/11/07/video-alien-romulus-coming-soon-hulu-868313/20241107hulu01/			
Alien: Romulus streaming date revealed - and it's closer than you might think	lauren.milici@futurenet.com (Lauren Milici)	2024-11-07T21:07:12Z	GamesRadar+	https://www.gamesradar.com/entertainment/sci-fi-movies/alien-romulus-streaming-date-revealed-and-its-closer-than-you-might-think/			
How To Watch the Alien Movies in Order (Including Alien: Romulus)	Chris Agar	2024-11-02T19:12:31Z	ComicBook.com	http://comicbook.com/movies/news/how-to-watch-the-alien-movies-in-order-including-alien-romulus/			
If you have to watch one Peacock movie this November, stream this one	Joe Allen	2024-11-15T12:30:41Z	Digital Trends	https://www.digitaltrends.com/movies/watch-peacock-movie-november-2024-stream-this-one/			
The best sci-fi movies to watch on Netflix this November	Toussaint Egan, Austen Goslin	2024-11-16T14:17:19Z	Polygon	https://www.polygon.com/what-to-watch/476063/best-sci-fi-movies-watch-netflix-november-2024			
A Game of Thrones Movie Is Apparently on the Table	Cheryl Eddy	2024-10-31T23:15:43Z	Gizmodo.com	https://gizmodo.com/a-game-of-thrones-movie-is-apparently-on-the-table-2000519265			
Venom, Joker, and the year of supervillain cinema	A.A. Dowd	2024-10-26T14:30:45Z	Digital Trends	https://www.digitaltrends.com/movies/venom-joker-supervillain-cinema-2024/			
Agatha All Along rushed its journey down the ‘Witches’ Road’	Charles Pulliam-Moore	2024-11-01T21:00:00Z	The Verge	https://www.theverge.com/2024/11/1/24284710/agatha-all-along-finale-billy-maximoff-death			
Where to Watch Every Friday the 13th Movie Online in 2024	Blythe Dujardin	2024-10-25T01:30:00Z	IGN	https://www.ign.com/articles/where-to-stream-friday-the-13th-movies			
10 years ago, Disney released the most underrated Marvel superhero movie ever	Alex Welch	2024-11-10T14:30:47Z	Digital Trends	https://www.digitaltrends.com/movies/big-hero-6-disney-most-underrated-marvel-superhero-movie-10th-anniversary-retrospective/			
Funding 'John Wick' kick-started Eva Longoria's investing career. Now, it's her day job.	jguerrasio@insider.com (Jason Guerrasio)	2024-10-31T12:08:01Z	Business Insider	https://www.businessinsider.com/eva-longoria-john-wick-investments-money-worth-2024-10			
Don’t let these 3 November 2024 hidden streaming movie gems fly under your radar	David Caballero	2024-11-16T14:30:51Z	Digital Trends	https://www.digitaltrends.com/movies/hidden-streaming-movie-gems-under-radar-november-2024/			
10 great horror movies to stream on Netflix this Halloween	Anthony Orlando	2024-10-31T12:30:39Z	Digital Trends	https://www.digitaltrends.com/movies/10-best-horror-movies-to-stream-on-netflix-this-halloween-2024/			
Here Are the Incredible A-List Comic Book Cameos That Didn’t Make It Into ‘Deadpool & Wolverine’	Keegan Kelly	2024-11-08T19:30:00Z	Cracked.com	https://www.cracked.com/article_44314_here-are-the-incredible-a-list-comic-book-cameos-that-didnt-make-it-into-deadpool-wolverine.html			
3 sci-fi movies on Peacock you need to watch in November 2024	Christine Persaud	2024-11-06T18:00:17Z	Digital Trends	https://www.digitaltrends.com/movies/3-sci-fi-movies-on-peacock-watch-november-2024/			
Bruce Willis Almost Became The Face Of An Action Movie Franchise A Year Before Die Hard	staff@slashfilm.com (Witney Seibold)	2024-10-30T21:00:02Z	/FILM	https://www.slashfilm.com/1699485/bruce-willis-mel-gibson-lethal-weapon-before-die-hard/			
Demi Moore Is a Bit Jealous of Elisabeth Sparkle’s Hollywood Walk of Fame Star in ‘The Substance’: ‘I Think Often About It’	Harrison Richlin	2024-11-16T22:30:00Z	IndieWire	https://www.indiewire.com/news/general-news/demi-moore-walk-of-fame-star-1235066526/			
GLADIATOR II: Perfect film for declining empire...	Aris Roussinos	2024-11-16T23:25:36Z	Unherd.com	http://unherd.com/newsroom/gladiator-ii-the-perfect-film-for-americas-declining-empire/			
‘Anora’ Director Sean Baker Finds It “Frustrating” That Filmmakers Are “Abandoning Celluloid”	Glenn Garner	2024-11-02T16:23:55Z	Deadline	http://deadline.com/2024/11/anora-director-sean-baker-frustrating-filmmakers-abandoning-celluloid-1236165376/			
IndieWire’s Future of Filmmaking Summit Celebrated Those Who Adapt Without Compromising What Matters	Christian Zilko	2024-11-04T16:35:14Z	IndieWire	https://www.indiewire.com/news/events/indiewire-future-of-filmmaking-summit-wrap-up-1235062361/			
Ridley Scott Had A Hilarious Question For One Pivotal Gladiator II Artist	staff@slashfilm.com (Witney Seibold)	2024-11-05T16:00:15Z	/FILM	https://www.slashfilm.com/1702800/ridley-scott-hilarious-question-gladiator-2-artist/			
Film Economics 101	"Schuyler Moore, Contributor, 
 Schuyler Moore, Contributor
 https://www.forbes.com/sites/schuylermoore/"	2024-11-08T04:53:02Z	Forbes	https://www.forbes.com/sites/schuylermoore/2024/11/07/film-economics-101/			
How Marvel’s Latest Ant-Man Movie Lost Millions In Theaters But Still Made A Profit	"Caroline Reid, Senior Contributor, 
 Caroline Reid, Senior Contributor
 https://www.forbes.com/sites/carolinereid/"	2024-10-27T14:47:36Z	Forbes	https://www.forbes.com/sites/carolinereid/2024/10/27/how-marvels-latest-ant-man-movie-lost-millions-in-theaters-but-still-made-a-profit/			
Sydney Sweeney Calls Out Hollywood Industry’s “Women Empowering Other Women” Stance: “All Of It Is Fake”	Armando Tinoco	2024-11-14T00:37:40Z	Deadline	http://deadline.com/2024/11/sydney-sweeney-calls-out-hollywood-industry-women-empowering-other-women-stance-fake-1236175695/			
The Killer Instinct of Sandy King Carpenter: In Conversation with the Horror Icon	Alison Foreman	2024-10-31T21:00:00Z	IndieWire	https://www.indiewire.com/features/interviews/sandy-king-carpenter-interview-1235061636/			
Sydney Sweeney: Hollywood Says It’s About ‘Women Empowering Other Women’ but ‘All of It Is Fake’ and ‘None of It’s Happening’	Zack Sharf	2024-11-13T22:13:58Z	Variety	https://variety.com/2024/film/news/syndey-sweeney-slams-women-attacks-hollywood-disheartening-1236208877/			
Deadline’s Contenders Film: Los Angeles Kicks Off Today With 21 Movies In The Awards-Season Race	Patrick Hipes	2024-11-16T16:00:00Z	Deadline	http://deadline.com/2024/11/2024-contenders-film-los-angeles-movies-schedule-livestream-1236172812/			
The Infinity Festival Takes The Very Long View On Hollywood’s Future	"David Bloom, Senior Contributor, 
 David Bloom, Senior Contributor
 https://www.forbes.com/sites/dbloom/"	2024-11-07T02:11:32Z	Forbes	https://www.forbes.com/sites/dbloom/2024/11/06/the-infinity-festival-takes-the-very-long-view-on-hollywoods-future/			
Watch a ‘Call to Action’ for New California Tax Credits at IndieWire’s Future of Filmmaking Summit	Brian Welk	2024-11-09T00:52:35Z	IndieWire	https://www.indiewire.com/news/events/future-of-filmmaking-summit-tax-credits-1235063213/			
IndieWire Earns Record 14 National Arts and Entertainment Journalism Awards Nominations	Christian Blauvelt	2024-10-30T16:30:00Z	IndieWire	https://www.indiewire.com/news/breaking-news/indiewire-record-14-national-arts-entertainment-journalism-awards-nominations-1235061192/			
George Lucas' Biggest Career Regret Involves A 1986 Marvel Movie Flop	staff@slashfilm.com (Bill Bria)	2024-11-03T01:00:00Z	/FILM	https://www.slashfilm.com/1699718/george-lucas-biggest-career-regret-marvel-movie-flop-howard-the-duck/			
Colman Domingo Helming ‘Scandalous’ At Miramax; Sydney Sweeney Plays Kim Novak, David Jonsson Is Sammy Davis Jr.	Mike Fleming	2024-10-22T17:37:04Z	Deadline	http://deadline.com/2024/10/colman-domingo-directs-scandalous-sydney-sweeney-kin-novak-david-jonsson-sammy-david-jr-miramax-1236144611/			
Mark Duplass Used to Get ‘Mad’ Over John Krasinski and Zach Braff ‘Taking Up My Spots’ in Hollywood	Samantha Bergeson	2024-10-23T18:00:00Z	IndieWire	https://www.indiewire.com/news/general-news/mark-duplass-envious-john-krasinski-zach-braff-1235059314/			
The Scariest Thing About Terrifier 3 Isn’t Even On Screen	"David Bloom, Senior Contributor, 
 David Bloom, Senior Contributor
 https://www.forbes.com/sites/dbloom/"	2024-10-25T19:59:44Z	Forbes	https://www.forbes.com/sites/dbloom/2024/10/25/the-scariest-thing-about-terrifier-3-isnt-even-on-screen/			
‘How Filmmakers Are – and Aren’t – Using AI’ Panel Will Answer Key Questions at Future of Filmmaking Summit	Christian Blauvelt	2024-10-28T18:30:00Z	IndieWire	https://www.indiewire.com/news/events/how-filmmakers-using-ai-panel-future-of-filmmaking-summit-1235060168/			
The Only Actor To Win Two Oscars For The Same Performance	staff@slashfilm.com (Valerie Ettenhofer)	2024-11-10T16:00:12Z	/FILM	https://www.slashfilm.com/1705506/actor-two-oscars-same-performance-harold-russell/			
Jimmy O. Yang, Dolly De Leon, Utkarsh Ambudkar, ‘Moana 2’ Team Among Honorees Set For Critics Choice AAPI Celebration Event	Patrick Hipes	2024-10-24T17:11:25Z	Deadline	http://deadline.com/2024/10/critics-choice-celebration-of-aapi-cinema-television-2024-honorees-list-1236157504/			
Academy Names Jennifer Fox Producer Of Governors Awards For Sixth Time	Pete Hammond	2024-10-23T18:30:10Z	Deadline	http://deadline.com/2024/10/academy-names-jennifer-fox-producer-governors-awards-sixth-time-1236156548/			
One Classic Stephen King Character Has Never Been Adapted Properly	staff@slashfilm.com (BJ Colangelo)	2024-10-22T12:45:56Z	/FILM	https://www.slashfilm.com/1693889/stephen-king-character-never-adapted-properly-carrie/			
M. Night Shyamalan Has A Theory About Why Critics Hate His Movies	staff@slashfilm.com (Jeremy Smith)	2024-10-25T12:45:05Z	/FILM	https://www.slashfilm.com/1695983/m-night-shyamalan-critics-hate-movies-dislike/			
This AI Animation Studio Believes It Can Convince All the Skeptics	Brian Welk	2024-10-28T15:00:00Z	IndieWire	https://www.indiewire.com/news/business/ai-animation-film-studio-asteria-bryn-mooser-interview-1235058404/			
Will New Trump Administration Set Off Merger Fever In Hollywood?	"David Bloom, Senior Contributor, 
 David Bloom, Senior Contributor
 https://www.forbes.com/sites/dbloom/"	2024-11-06T22:21:15Z	Forbes	https://www.forbes.com/sites/dbloom/2024/11/06/will-new-trump-administration-set-off-merger-fever-in-hollywood/			
Amber Midthunder & Alan Ritchson Set For Action Franchise Hopeful ‘Painter’ From ‘John Wick’ Scribe Derek Kolstad; FilmNation Launching For AFM	Andreas Wiseman	2024-10-28T15:30:32Z	Deadline	http://deadline.com/2024/10/amber-midthunder-alan-ritchson-action-franchise-hopeful-painter-john-wick-derek-kolstad-filmnation-1236159731/			
Todd Phillips Wants Cinemas To Forgo Commercials Before Screening Movies: “We’ve Paid For Our Tickets”	Natalie Oganesyan	2024-11-03T02:14:24Z	Deadline	http://deadline.com/2024/11/todd-phillips-movie-theaters-commercials-1236165531/			
Lynda Obst Dies: Prolific ‘Sleepless In Seattle’, ‘Fisher King’ & ‘Interstellar’ Producer Was 74	tomt	2024-10-22T21:56:55Z	Deadline	http://deadline.com/2024/10/lynda-obst-dead-sleepless-in-seattle-producer-1236146714/			
Carol Lombardini Stepping Down As President Of AMPTP	Patrick Hipes	2024-11-01T01:49:59Z	Deadline	http://deadline.com/2024/10/carol-lombardini-stepping-down-amptp-president-1236164122/			
AI Filmmaker Dave Clark Launches New Studio with Funding from Peter Chernin	Brian Welk	2024-11-19T19:29:09Z	IndieWire	https://www.indiewire.com/news/business/dave-clark-gen-ai-company-promise-peter-chernin-1235067422/			
Slamdance Sets The Indies Awards Show with ‘The People’s Joker’ Leading 2024 Nominees	Samantha Bergeson	2024-10-23T19:03:10Z	IndieWire	https://www.indiewire.com/news/breaking-news/slamdance-the-indies-awards-peoples-joker-1235059503/			
The 2nd Jewish Media Awards To Be Presented In New York City On November 12	"Marc Berman, Senior Contributor, 
 Marc Berman, Senior Contributor
 https://www.forbes.com/sites/marcberman1/"	2024-11-05T21:12:00Z	Forbes	https://www.forbes.com/sites/marcberman1/2024/11/05/the-2nd-jewish-media-awards-to-be-presented-in-new-york-city-on-november-12/			
Black Mirror Is Surviving Netflix’s Interactive Specials Purge	Cheryl Eddy	2024-11-05T23:35:35Z	Gizmodo.com	https://gizmodo.com/black-mirror-is-surviving-netflixs-interactive-specials-purge-2000520968			
Gladiator II Is Escalating the Popcorn Bucket Arms Race	Germain Lussier	2024-10-23T22:30:37Z	Gizmodo.com	https://gizmodo.com/gladiator-ii-popcorn-bucket-dune-2-deadpool-wolverine-2000515835			
Ridley Scott Still Wants a Sequel to Alien: Covenant	Gordon Jackson	2024-11-11T14:00:44Z	Gizmodo.com	https://gizmodo.com/alien-covenant-sequel-ridley-scott-michael-fassbender-2000522868			
Good Omens‘ Third and Final Season Is Now… a 90-Minute Special	Cheryl Eddy	2024-10-24T16:23:50Z	Gizmodo.com	https://gizmodo.com/good-omens-third-and-final-season-is-now-a-90-minute-special-2000516119			
Cobra Kai Is Back With Its Biggest, Most Action-Packed Trailer Yet	Germain Lussier	2024-10-23T15:00:22Z	Gizmodo.com	https://gizmodo.com/cobra-kai-season-6-trailer-part-2-karate-kid-netflix-2000515243			
Not sure what movie to watch? Leave a comment, we’ll help	Pete Volk	2024-11-13T21:45:58Z	Polygon	https://www.polygon.com/entertainment/477990/best-movies-watch-tonight-best-recommendations-streaming			
Nintendo Confirms the Switch 2 Is Backwards Compatible, but There’s a Catch	Kyle Barr	2024-11-06T15:08:39Z	Gizmodo.com	https://gizmodo.com/nintendo-confirms-the-switch-2-is-backwards-compatible-but-you-shouldnt-celebrate-just-yet-2000521068			
Agatha All Along Could Potentially Cast a Spell for More Seasons	Cheryl Eddy	2024-11-05T21:00:54Z	Gizmodo.com	https://gizmodo.com/agatha-all-along-could-potentially-cast-a-spell-for-more-seasons-2000520848			
Cobra Kai Season 6, Part 2: 8 Things We Loved (and 4 We Didn’t)	Germain Lussier	2024-11-15T15:00:38Z	Gizmodo.com	https://gizmodo.com/cobra-kai-review-season-6-part-2-spoilers-netflix-karate-kid-2000520955			
Star Wars: Skeleton Crew‘s New Trailer Is Ready For Those Adventure Movie Vibes	James Whitbrook	2024-11-01T14:00:19Z	Gizmodo.com	https://gizmodo.com/star-wars-skeleton-crew-trailer-release-date-disney-plus-2-2000519368			
